Reporting Area,MMWR Year,MMWR Week,"Hemolytic uremic snydrome post-diarrheal, Current week","Hemolytic uremic snydrome post-diarrheal, Current week, flag","Hemolytic uremic snydrome post-diarrheal, Previous 52 weeks Max†","Hemolytic uremic snydrome post-diarrheal, Previous 52 weeks Max†, flag","Hemolytic uremic snydrome post-diarrheal, Cum 2021†","Hemolytic uremic snydrome post-diarrheal, Cum 2021†, flag","Hemolytic uremic snydrome post-diarrheal, Cum 2020†","Hemolytic uremic snydrome post-diarrheal, Cum 2020†, flag","Hepatitis A, acute, Current week","Hepatitis A, acute, Current week, flag","Hepatitis A, acute, Previous 52 weeks Max†","Hepatitis A, acute, Previous 52 weeks Max†, flag","Hepatitis A, acute, Cum 2021†","Hepatitis A, acute, Cum 2021†, flag","Hepatitis A, acute, Cum 2020†","Hepatitis A, acute, Cum 2020†, flag","Hepatitis B, acute, Current week","Hepatitis B, acute, Current week, flag","Hepatitis B, acute, Previous 52 weeks Max†","Hepatitis B, acute, Previous 52 weeks Max†, flag","Hepatitis B, acute, Cum 2021†","Hepatitis B, acute, Cum 2021†, flag","Hepatitis B, acute, Cum 2020†","Hepatitis B, acute, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
OHIO,2021,3,,-,0,,,-,,-,1,,13,,1,,25,,,-,6,,4,,13,,OHIO,,20210318,POINT (-82.70936 40.415534)
MINNESOTA,2021,3,,-,0,,,-,,-,,-,7,,,-,12,,,-,2,,,-,,-,MINNESOTA,,20210323,POINT (-94.198308 46.349153)
LOUISIANA,2021,3,,-,2,,,-,,-,,-,42,,7,,20,,,-,3,,,-,3,,LOUISIANA,,20210345,POINT (-91.840238 30.921314)
HAWAII,2021,3,,-,0,,,-,,-,,-,1,,,-,1,,,-,2,,,-,,-,HAWAII,,20210360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,3,1,,2,,1,,1,,8,,97,,32,,225,,,-,22,,2,,41,,,SOUTH ATLANTIC,20210328,
PENNSYLVANIA,2021,3,,-,1,,,-,,-,,-,10,,,-,23,,,-,4,,1,,6,,PENNSYLVANIA,,20210313,POINT (-77.838886 40.896694)
UTAH,2021,3,,-,1,,,-,,-,,-,2,,,-,,-,,-,2,,1,,,-,UTAH,,20210355,POINT (-111.678222 39.323779)
COLORADO,2021,3,,-,0,,,-,,-,,-,6,,1,,13,,,-,1,,,-,,-,COLORADO,,20210350,POINT (-105.547832 38.998552)
VERMONT,2021,3,,-,0,,,-,,-,1,,2,,1,,,-,,-,1,,,-,,-,VERMONT,,20210308,POINT (-72.662695 44.075252)
KENTUCKY,2021,3,,-,1,,,-,,-,,-,4,,2,,3,,1,,7,,7,,13,,KENTUCKY,,20210340,POINT (-85.290484 37.526683)
PUERTO RICO,2021,3,,N,,NC,,N,,N,,-,2,,,-,5,,,-,0,,,-,,-,PUERTO RICO,,20210367,POINT (-66.414655 18.215692)
MAINE,2021,3,,-,0,,,-,,-,2,,12,,7,,2,,1,,2,,2,,2,,MAINE,,20210304,POINT (-69.06137 45.117911)
VIRGINIA,2021,3,1,,1,,1,,,-,,-,12,,,-,5,,,-,5,,,-,1,,VIRGINIA,,20210336,POINT (-78.666382 37.510861)
ARIZONA,2021,3,,-,1,,,-,,-,,-,7,,1,,2,,,-,2,,,-,2,,ARIZONA,,20210349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,3,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20210364,
WISCONSIN,2021,3,,-,1,,1,,,-,,-,2,,,-,1,,,-,2,,1,,,-,WISCONSIN,,20210319,POINT (-89.732969 44.639954)
IDAHO,2021,3,,-,0,,,-,,-,,-,3,,,-,,-,,-,0,,,-,,-,IDAHO,,20210351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210368,POINT (-64.840836 18.060868)
MICHIGAN,2021,3,,-,1,,,-,,-,,-,2,,,-,,-,,-,3,,1,,1,,MICHIGAN,,20210317,POINT (-85.730977 44.874798)
GEORGIA,2021,3,,-,1,,,-,1,,8,,26,,21,,31,,,-,6,,1,,3,,GEORGIA,,20210332,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,3,,-,0,,,-,,-,3,,11,,6,,4,,,-,3,,1,,6,,,NEW YORK CITY,20210312,
ARKANSAS,2021,3,,-,1,,,-,,-,5,,31,,14,,3,,1,,5,,1,,,-,ARKANSAS,,20210344,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,3,,-,0,,,-,,-,,-,13,,13,,26,,,-,4,,,-,1,,MISSISSIPPI,,20210341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,3,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20210327,POINT (-100.230491 44.43614)
WYOMING,2021,3,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,WYOMING,,20210356,POINT (-107.55145 42.999627)
MISSOURI,2021,3,,-,3,,,-,,-,,-,15,,,-,32,,,-,2,,,-,1,,MISSOURI,,20210324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,3,,-,2,,,-,,-,3,,26,,11,,59,,,-,6,,2,,12,,,MIDDLE ATLANTIC,20210309,
CALIFORNIA,2021,3,,-,4,,,-,6,,1,,20,,1,,46,,,-,4,,,-,4,,CALIFORNIA,,20210359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,3,,-,0,,,-,,-,,-,5,,,-,12,,,-,2,,,-,7,,WEST VIRGINIA,,20210337,POINT (-80.613729 38.642579)
FLORIDA,2021,3,,-,1,,,-,,-,,-,46,,,-,103,,,-,11,,,-,17,,FLORIDA,,20210331,POINT (-82.420978 28.260731)
MONTANA,2021,3,,-,0,,,-,,-,,-,1,,,-,,-,,-,2,,1,,,-,MONTANA,,20210352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,3,,-,3,,,-,,-,,-,19,,1,,46,,,-,3,,,-,4,,,WEST NORTH CENTRAL,20210320,
MASSACHUSETTS,2021,3,,-,1,,,-,,-,,-,4,,,-,3,,,-,3,,,-,4,,MASSACHUSETTS,,20210305,POINT (-71.481104 42.151077)
MOUNTAIN,2021,3,,-,2,,,-,,-,,-,11,,2,,19,,,-,4,,2,,2,,,MOUNTAIN,20210348,
INDIANA,2021,3,,-,0,,,-,1,,,-,11,,,-,22,,,-,6,,,-,11,,INDIANA,,20210316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,3,,-,0,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,,NON-US RESIDENTS,20210369,
US TERRITORIES,2021,3,,-,0,,,-,,-,,-,2,,,-,5,,,-,0,,,-,,-,,US TERRITORIES,20210363,
TOTAL,2021,10,,-,10,,18,,26,,27,,204,,639,,2161,,10,,74,,161,,440,,,TOTAL,20211070,
US RESIDENTS,2021,10,,-,10,,18,,26,,27,,204,,638,,2149,,10,,74,,161,,439,,,US RESIDENTS,20211001,
NEW HAMPSHIRE,2021,10,,-,0,,,-,,-,,-,2,,1,,17,,,-,0,,,-,,-,NEW HAMPSHIRE,,20211006,POINT (-71.57139 43.680429)
NEW YORK,2021,10,,-,2,,1,,,-,5,,14,,33,,45,,,-,4,,2,,3,,NEW YORK,,20211011,POINT (-75.59655 42.921241)
PACIFIC,2021,10,,-,6,,8,,13,,3,,18,,18,,240,,,-,6,,12,,27,,,PACIFIC,20211057,
WEST SOUTH CENTRAL,2021,10,,-,2,,3,,2,,10,,50,,205,,160,,,-,6,,11,,31,,,WEST SOUTH CENTRAL,20211043,
NEBRASKA,2021,10,,-,2,,,-,,-,,-,1,,1,,2,,,-,0,,,-,,-,NEBRASKA,,20211025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,10,,-,3,,,-,2,,2,,42,,161,,376,,7,,12,,32,,91,,,EAST SOUTH CENTRAL,20211038,
NORTH DAKOTA,2021,10,,-,0,,,-,,-,,-,1,,,-,,-,,-,1,,,-,1,,NORTH DAKOTA,,20211026,POINT (-100.46931 47.446305)
NEVADA,2021,10,,-,1,,,-,,-,,-,2,,,-,10,,,-,2,,2,,,-,NEVADA,,20211053,POINT (-114.916992 39.283294)
ILLINOIS,2021,10,,-,1,,,-,,-,,-,5,,9,,21,,,-,2,,2,,7,,ILLINOIS,,20211015,POINT (-89.148632 40.124144)
IOWA,2021,10,,-,1,,1,,,-,,-,1,,1,,4,,,-,2,,1,,4,,IOWA,,20211021,POINT (-93.500061 42.074659)
TEXAS,2021,10,,-,1,,,-,1,,,-,11,,1,,27,,,-,3,,,-,6,,TEXAS,,20211047,POINT (-99.317341 31.447238)
ALASKA,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,ALASKA,,20211058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,10,,-,0,,,-,,-,,-,0,,,-,1,,,U,,NC,,U,,U,DISTRICT OF COLUMBIA,,20211030,POINT (-77.016275 38.904785)
WASHINGTON,2021,10,,N,,NC,,N,,N,,-,11,,1,,114,,,-,2,,,-,6,,WASHINGTON,,20211062,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,10,,-,1,,,-,,-,1,,12,,26,,43,,1,,4,,11,,18,,,NEW ENGLAND,20211002,
RHODE ISLAND,2021,10,,-,0,,,-,,-,,-,1,,,-,2,,,U,,NC,,U,,U,RHODE ISLAND,,20211007,POINT (-71.534637 41.572574)
OREGON,2021,10,,-,1,,1,,,-,,-,3,,5,,4,,,-,4,,7,,5,,OREGON,,20211061,POINT (-120.605279 43.940449)
DELAWARE,2021,10,,-,0,,,-,,-,,-,2,,1,,14,,,-,1,,2,,2,,DELAWARE,,20211029,POINT (-75.452394 38.994926)
ALABAMA,2021,10,,-,0,,,-,,-,1,,29,,102,,160,,1,,3,,6,,10,,ALABAMA,,20211039,POINT (-86.844516 32.756889)
KANSAS,2021,10,,-,1,,1,,2,,,-,16,,,-,4,,,-,0,,,-,,-,KANSAS,,20211022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,10,,-,0,,,-,,-,,-,22,,15,,45,,,-,6,,2,,20,,NORTH CAROLINA,,20211034,POINT (-79.130883 35.52603)
GUAM,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211066,POINT (144.653198 13.3532)
NEW JERSEY,2021,10,,-,1,,,-,,-,,-,2,,,-,44,,,-,0,,,-,,-,NEW JERSEY,,20211010,POINT (-74.655514 40.110253)
NEW MEXICO,2021,10,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,NEW MEXICO,,20211054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,10,,-,1,,2,,1,,,-,21,,18,,143,,,-,12,,24,,82,,,EAST NORTH CENTRAL,20211014,
TENNESSEE,2021,10,,-,3,,,-,2,,1,,14,,1,,129,,1,,6,,4,,34,,TENNESSEE,,20211042,POINT (-86.343226 35.842998)
CONNECTICUT,2021,10,,-,0,,,-,,-,,-,2,,,-,6,,,-,0,,,-,,-,CONNECTICUT,,20211003,POINT (-72.738288 41.575155)
MARYLAND,2021,10,,-,1,,,-,2,,,-,14,,,-,44,,,-,3,,,-,8,,MARYLAND,,20211033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,10,,-,1,,,-,,-,,-,49,,29,,125,,,-,4,,1,,14,,SOUTH CAROLINA,,20211035,POINT (-80.864614 33.878572)
OKLAHOMA,2021,10,,-,0,,,-,,-,,-,0,,,-,2,,,-,2,,,-,1,,OKLAHOMA,,20211046,POINT (-97.508297 35.583449)
US RESIDENTS,2021,6,,-,9,,9,,17,,16,,209,,270,,1317,,4,,47,,47,,274,,,US RESIDENTS,20210601,
NEW ENGLAND,2021,8,,-,1,,,-,,-,,-,12,,23,,38,,,-,4,,10,,15,,,NEW ENGLAND,20210802,
NORTHERN MARIANA ISLANDS,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211065,POINT (145.725693 15.1834)
OHIO,2021,10,,-,0,,,-,,-,,-,13,,5,,73,,,-,6,,15,,27,,OHIO,,20211018,POINT (-82.70936 40.415534)
MINNESOTA,2021,10,,-,0,,,-,,-,,-,7,,1,,28,,,-,1,,,-,3,,MINNESOTA,,20211023,POINT (-94.198308 46.349153)
LOUISIANA,2021,10,,-,2,,,-,,-,5,,42,,73,,99,,,-,2,,,-,12,,LOUISIANA,,20211045,POINT (-91.840238 30.921314)
HAWAII,2021,10,,-,0,,,-,,-,,-,1,,1,,3,,,-,2,,,-,3,,HAWAII,,20211060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,10,,-,2,,1,,4,,,-,94,,135,,807,,,-,56,,52,,146,,,SOUTH ATLANTIC,20211028,
PENNSYLVANIA,2021,10,,-,1,,,-,1,,2,,5,,5,,62,,2,,3,,4,,13,,PENNSYLVANIA,,20211013,POINT (-77.838886 40.896694)
UTAH,2021,10,,-,1,,1,,,-,,-,1,,3,,4,,,-,2,,1,,1,,UTAH,,20211055,POINT (-111.678222 39.323779)
COLORADO,2021,10,,-,0,,,-,,-,,-,3,,3,,34,,,-,1,,,-,1,,COLORADO,,20211050,POINT (-105.547832 38.998552)
VERMONT,2021,10,,-,0,,,-,,-,,-,2,,4,,,-,,-,1,,1,,,-,VERMONT,,20211008,POINT (-72.662695 44.075252)
KENTUCKY,2021,10,,-,1,,,-,,-,,-,4,,8,,14,,5,,7,,21,,36,,KENTUCKY,,20211040,POINT (-85.290484 37.526683)
PUERTO RICO,2021,10,,N,,NC,,N,,N,,-,0,,,-,10,,,-,0,,,-,,-,PUERTO RICO,,20211067,POINT (-66.414655 18.215692)
MAINE,2021,10,,-,0,,,-,,-,1,,12,,20,,8,,1,,2,,8,,8,,MAINE,,20211004,POINT (-69.06137 45.117911)
VIRGINIA,2021,10,,-,1,,1,,,-,,-,8,,6,,64,,,-,5,,,-,5,,VIRGINIA,,20211036,POINT (-78.666382 37.510861)
ARIZONA,2021,10,,-,1,,,-,1,,1,,3,,6,,22,,,-,2,,1,,4,,ARIZONA,,20211049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,10,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211064,
WISCONSIN,2021,10,,-,1,,1,,,-,,-,2,,,-,2,,,-,2,,3,,2,,WISCONSIN,,20211019,POINT (-89.732969 44.639954)
IDAHO,2021,10,,-,0,,,-,,-,,-,3,,,-,,-,,-,0,,,-,,-,IDAHO,,20211051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211068,POINT (-64.840836 18.060868)
MICHIGAN,2021,10,,-,1,,1,,,-,,-,2,,3,,2,,,-,3,,4,,10,,MICHIGAN,,20211017,POINT (-85.730977 44.874798)
GEORGIA,2021,10,,-,1,,,-,1,,,-,18,,84,,117,,,-,4,,6,,21,,GEORGIA,,20211032,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,10,,-,0,,,-,,-,3,,11,,15,,13,,,-,3,,6,,10,,,NEW YORK CITY,20211012,
ARKANSAS,2021,10,,-,1,,3,,1,,5,,32,,131,,32,,,-,4,,11,,12,,ARKANSAS,,20211044,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,10,,-,0,,,-,,-,,-,13,,50,,73,,,-,3,,1,,11,,MISSISSIPPI,,20211041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,10,,-,0,,,-,,-,,-,0,,,-,1,,,-,1,,1,,,-,SOUTH DAKOTA,,20211027,POINT (-100.230491 44.43614)
WYOMING,2021,10,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,1,,WYOMING,,20211056,POINT (-107.55145 42.999627)
TOTAL,2021,4,2,,9,,4,,10,,23,,223,,144,,899,,4,,48,,30,,185,,,TOTAL,20210470,
US RESIDENTS,2021,4,2,,9,,4,,10,,23,,223,,144,,891,,4,,48,,30,,185,,,US RESIDENTS,20210401,
NEW HAMPSHIRE,2021,4,,-,0,,,-,,-,,-,3,,,-,9,,,-,0,,,-,,-,NEW HAMPSHIRE,,20210406,POINT (-71.57139 43.680429)
NEW YORK,2021,4,1,,2,,1,,,-,3,,11,,8,,13,,,-,2,,,-,,-,NEW YORK,,20210411,POINT (-75.59655 42.921241)
PACIFIC,2021,4,,-,5,,,-,7,,1,,34,,6,,118,,,-,6,,,-,15,,,PACIFIC,20210457,
WEST SOUTH CENTRAL,2021,4,1,,2,,1,,,-,12,,50,,56,,46,,,-,7,,1,,6,,,WEST SOUTH CENTRAL,20210443,
NEBRASKA,2021,4,,-,2,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,NEBRASKA,,20210425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,4,,-,3,,,-,,-,1,,44,,16,,162,,1,,12,,9,,39,,,EAST SOUTH CENTRAL,20210438,
NORTH DAKOTA,2021,4,,-,0,,,-,,-,,-,1,,,-,,-,,-,1,,,-,1,,NORTH DAKOTA,,20210426,POINT (-100.46931 47.446305)
NEVADA,2021,4,,-,1,,,-,,-,,-,2,,,-,4,,,-,1,,,-,,-,NEVADA,,20210453,POINT (-114.916992 39.283294)
ILLINOIS,2021,4,,-,1,,,-,,-,,-,5,,1,,9,,,-,2,,,-,5,,ILLINOIS,,20210415,POINT (-89.148632 40.124144)
IOWA,2021,4,,-,1,,,-,,-,,-,1,,1,,2,,,-,2,,,-,3,,IOWA,,20210421,POINT (-93.500061 42.074659)
TEXAS,2021,4,,-,1,,,-,,-,,-,9,,,-,7,,,-,2,,,-,1,,TEXAS,,20210447,POINT (-99.317341 31.447238)
ALASKA,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,ALASKA,,20210458,POINT (-151.631889 63.631126)
MISSOURI,2021,10,,-,3,,,-,,-,,-,15,,6,,101,,,-,2,,,-,3,,MISSOURI,,20211024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,10,,-,2,,1,,1,,10,,17,,53,,164,,2,,7,,12,,26,,,MIDDLE ATLANTIC,20211009,
CALIFORNIA,2021,10,,-,5,,7,,13,,3,,7,,11,,119,,,-,4,,5,,12,,CALIFORNIA,,20211059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,10,,-,0,,,-,,-,,-,5,,,-,38,,,-,4,,,-,10,,WEST VIRGINIA,,20211037,POINT (-80.613729 38.642579)
DISTRICT OF COLUMBIA,2021,4,,-,0,,,-,,-,,-,1,,,-,,-,,U,,NC,,U,,U,DISTRICT OF COLUMBIA,,20210430,POINT (-77.016275 38.904785)
WASHINGTON,2021,4,,N,,NC,,N,,N,,-,14,,,-,55,,,-,1,,,-,5,,WASHINGTON,,20210462,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,4,,-,1,,,-,,-,2,,12,,10,,20,,1,,4,,4,,6,,,NEW ENGLAND,20210402,
RHODE ISLAND,2021,4,,-,0,,,-,,-,,-,2,,,-,,-,,U,,NC,,U,,U,RHODE ISLAND,,20210407,POINT (-71.534637 41.572574)
OREGON,2021,4,,-,1,,,-,,-,,-,3,,3,,4,,,-,3,,,-,1,,OREGON,,20210461,POINT (-120.605279 43.940449)
DELAWARE,2021,4,,-,0,,,-,,-,,-,3,,,-,5,,,-,1,,1,,,-,DELAWARE,,20210429,POINT (-75.452394 38.994926)
ALABAMA,2021,4,,-,0,,,-,,-,,-,29,,,-,66,,,-,3,,,-,3,,ALABAMA,,20210439,POINT (-86.844516 32.756889)
KANSAS,2021,4,,-,1,,,-,,-,,-,16,,,-,1,,,-,0,,,-,,-,KANSAS,,20210422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,4,,-,0,,,-,,-,,-,22,,1,,23,,,-,5,,,-,9,,NORTH CAROLINA,,20210434,POINT (-79.130883 35.52603)
GUAM,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20210466,POINT (144.653198 13.3532)
NEW JERSEY,2021,4,,-,1,,,-,,-,,-,7,,,-,29,,,-,0,,,-,,-,NEW JERSEY,,20210410,POINT (-74.655514 40.110253)
NEW MEXICO,2021,4,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,NEW MEXICO,,20210454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,4,,-,1,,1,,1,,,-,21,,2,,62,,1,,10,,7,,35,,,EAST NORTH CENTRAL,20210414,
TENNESSEE,2021,4,,-,3,,,-,,-,,-,14,,,-,59,,,-,6,,,-,15,,TENNESSEE,,20210442,POINT (-86.343226 35.842998)
CONNECTICUT,2021,4,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,CONNECTICUT,,20210403,POINT (-72.738288 41.575155)
MARYLAND,2021,4,,-,1,,,-,,-,,-,14,,,-,19,,,-,3,,,-,6,,MARYLAND,,20210433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,4,,-,1,,,-,,-,,-,49,,10,,45,,,-,3,,,-,5,,SOUTH CAROLINA,,20210435,POINT (-80.864614 33.878572)
OKLAHOMA,2021,4,,-,0,,,-,,-,,-,2,,,-,,-,,-,2,,,-,,-,OKLAHOMA,,20210446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20210465,POINT (145.725693 15.1834)
OHIO,2021,4,,-,0,,,-,,-,,-,13,,1,,25,,1,,6,,5,,16,,OHIO,,20210418,POINT (-82.70936 40.415534)
MINNESOTA,2021,4,,-,0,,,-,,-,,-,7,,,-,14,,,-,2,,,-,,-,MINNESOTA,,20210423,POINT (-94.198308 46.349153)
LOUISIANA,2021,4,,-,2,,,-,,-,5,,42,,29,,30,,,-,3,,,-,5,,LOUISIANA,,20210445,POINT (-91.840238 30.921314)
HAWAII,2021,4,,-,0,,,-,,-,,-,1,,1,,1,,,-,2,,,-,1,,HAWAII,,20210460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,4,,-,2,,1,,1,,,-,96,,32,,322,,,-,15,,2,,63,,,SOUTH ATLANTIC,20210428,
PENNSYLVANIA,2021,4,,-,1,,,-,1,,2,,10,,2,,29,,,-,4,,2,,6,,PENNSYLVANIA,,20210413,POINT (-77.838886 40.896694)
UTAH,2021,4,,-,1,,,-,,-,,-,2,,,-,,-,,-,2,,1,,,-,UTAH,,20210455,POINT (-111.678222 39.323779)
COLORADO,2021,4,,-,0,,,-,,-,,-,6,,1,,15,,,-,1,,,-,,-,COLORADO,,20210450,POINT (-105.547832 38.998552)
VERMONT,2021,4,,-,0,,,-,,-,,-,2,,1,,,-,,-,1,,,-,,-,VERMONT,,20210408,POINT (-72.662695 44.075252)
KENTUCKY,2021,4,,-,1,,,-,,-,1,,4,,3,,4,,1,,7,,9,,16,,KENTUCKY,,20210440,POINT (-85.290484 37.526683)
PUERTO RICO,2021,4,,N,,NC,,N,,N,,-,2,,,-,7,,,-,0,,,-,,-,PUERTO RICO,,20210467,POINT (-66.414655 18.215692)
MAINE,2021,4,,-,0,,,-,,-,2,,12,,9,,4,,1,,2,,3,,2,,MAINE,,20210404,POINT (-69.06137 45.117911)
VIRGINIA,2021,4,,-,1,,1,,,-,,-,12,,,-,17,,,-,5,,,-,2,,VIRGINIA,,20210436,POINT (-78.666382 37.510861)
ARIZONA,2021,4,,-,1,,,-,,-,1,,7,,3,,5,,,-,2,,1,,3,,ARIZONA,,20210449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,4,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20210464,
WISCONSIN,2021,4,,-,1,,1,,,-,,-,2,,,-,1,,,-,2,,1,,,-,WISCONSIN,,20210419,POINT (-89.732969 44.639954)
IDAHO,2021,4,,-,0,,,-,,-,,-,3,,,-,,-,,-,0,,,-,,-,IDAHO,,20210451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210468,POINT (-64.840836 18.060868)
MICHIGAN,2021,4,,-,1,,,-,,-,,-,2,,,-,1,,,-,3,,1,,2,,MICHIGAN,,20210417,POINT (-85.730977 44.874798)
GEORGIA,2021,4,,-,1,,,-,1,,,-,26,,21,,52,,,-,6,,1,,5,,GEORGIA,,20210432,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,4,,-,0,,,-,,-,,-,11,,6,,7,,1,,3,,2,,7,,,NEW YORK CITY,20210412,
ARKANSAS,2021,4,1,,1,,1,,,-,7,,31,,27,,9,,,-,5,,1,,,-,ARKANSAS,,20210444,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,4,,-,0,,,-,,-,,-,13,,13,,33,,,-,3,,,-,5,,MISSISSIPPI,,20210441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,4,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20210427,POINT (-100.230491 44.43614)
WYOMING,2021,4,,-,0,,,-,,-,1,,2,,1,,,-,,-,1,,,-,,-,WYOMING,,20210456,POINT (-107.55145 42.999627)
MISSOURI,2021,4,,-,3,,,-,,-,,-,15,,,-,40,,,-,2,,,-,1,,MISSOURI,,20210424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,4,1,,2,,1,,1,,5,,26,,16,,78,,1,,6,,4,,13,,,MIDDLE ATLANTIC,20210409,
CALIFORNIA,2021,4,,-,4,,,-,7,,1,,20,,2,,58,,,-,4,,,-,8,,CALIFORNIA,,20210459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,4,,-,0,,,-,,-,,-,5,,,-,16,,,-,4,,,-,8,,WEST VIRGINIA,,20210437,POINT (-80.613729 38.642579)
FLORIDA,2021,4,,-,1,,,-,,-,,-,46,,,-,145,,,-,10,,,-,28,,FLORIDA,,20210431,POINT (-82.420978 28.260731)
MONTANA,2021,4,,-,0,,,-,,-,,-,1,,,-,,-,,-,2,,1,,,-,MONTANA,,20210452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,4,,-,3,,,-,,-,,-,19,,1,,58,,,-,3,,,-,5,,,WEST NORTH CENTRAL,20210420,
MASSACHUSETTS,2021,4,,-,1,,,-,,-,,-,4,,,-,5,,,-,3,,1,,4,,MASSACHUSETTS,,20210405,POINT (-71.481104 42.151077)
MOUNTAIN,2021,4,,-,2,,,-,,-,2,,11,,5,,25,,,-,4,,3,,3,,,MOUNTAIN,20210448,
INDIANA,2021,4,,-,0,,,-,1,,,-,11,,,-,26,,,-,6,,,-,12,,INDIANA,,20210416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,4,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,,-,,-,,NON-US RESIDENTS,20210469,
US TERRITORIES,2021,4,,-,0,,,-,,-,,-,2,,,-,7,,,-,0,,,-,,-,,US TERRITORIES,20210463,
FLORIDA,2021,10,,-,1,,,-,1,,,-,31,,,-,359,,,-,53,,41,,66,,FLORIDA,,20211031,POINT (-82.420978 28.260731)
TOTAL,2021,5,3,,9,,8,,15,,33,,218,,196,,1123,,2,,46,,34,,233,,,TOTAL,20210570,
US RESIDENTS,2021,5,3,,9,,8,,15,,33,,216,,196,,1115,,2,,46,,34,,233,,,US RESIDENTS,20210501,
